Dataset,Algorithm,Population Length,MaxGenerations,MaxEvaluations,Selected Individuals,Selection Scheme,Replacement Scheme,Time(s),HV,Spread,NumSolutions,Spacing,Requirements per sol,AvgValue,BestAvgValue,NumGenerations,NumEvaluations
1,UMDAAlgorithm,50,50,0,50,nds,elitism,1.2888853549957275,0.7524999999999996,0.7184502635731794,32,0.2974148723318399,9.5625,0.2684568091784983,0.3374210357300972,50,2550
1,UMDAAlgorithm,50,50,0,50,nds,elitism,1.2508645057678223,0.7865264998159734,0.7397083326831325,28,0.3202153588387321,9.464285714285714,0.2807010510250879,0.36104098359403347,50,2550
1,UMDAAlgorithm,50,50,0,50,nds,elitism,1.2643787860870361,0.9536913415531837,0.7855779895949813,27,0.34190052488877726,10.592592592592593,0.2762519604727911,0.36415251784513825,50,2550
1,UMDAAlgorithm,50,50,0,50,nds,elitism,1.2269484996795654,0.8558045791927371,0.7262825545927821,25,0.32221078829613736,10.72,0.2819037224023463,0.36415251784513825,50,2550
1,UMDAAlgorithm,50,50,0,50,nds,elitism,1.3623642921447754,0.8807327321801006,0.7918802323554585,30,0.25659741915587936,10.866666666666667,0.30292287243882704,0.36415251784513825,50,2550
1,UMDAAlgorithm,50,50,0,50,nds,replacement,1.2008228302001953,0.8344746043430251,0.7682193045313334,30,0.30469654816488556,9.766666666666667,0.28778981090240857,0.36104098359403347,50,2550
1,UMDAAlgorithm,50,50,0,50,nds,replacement,1.142465353012085,0.777647221199853,0.7657941550691909,27,0.4144397601373878,9.481481481481481,0.2702883505770463,0.3434093000197461,50,2550
1,UMDAAlgorithm,50,50,0,50,nds,replacement,1.316246747970581,0.8296038062814378,0.7445067200677823,30,0.35186494144646524,10.1,0.27724704181882404,0.36104098359403347,50,2550
1,UMDAAlgorithm,50,50,0,50,nds,replacement,1.2697787284851074,0.8558045791927371,0.8839261964773379,28,0.3285415602645065,9.607142857142858,0.2787441303598888,0.36104098359403347,50,2550
1,UMDAAlgorithm,50,50,0,50,nds,replacement,1.202070951461792,0.7885047846889952,0.8241670140051361,30,0.255437197523332,11.266666666666667,0.3130169462424627,0.36415251784513825,50,2550
1,UMDAAlgorithm,50,50,0,50,nds,replacement,1.121744155883789,0.9536913415531837,0.7589160122395845,24,0.3217117130731441,10.541666666666666,0.28491125979602955,0.36415251784513825,50,2550
1,UMDAAlgorithm,50,50,0,50,nds,replacement,1.1676967144012451,0.8683722856091275,0.6612292718924591,30,0.26328547677140857,10.9,0.3083842042393058,0.36415251784513825,50,2550
1,UMDAAlgorithm,50,50,0,50,nds,replacement,1.3395893573760986,0.9242286989326463,0.8254414400628723,31,0.339398388147589,8.774193548387096,0.2641872034561934,0.3636525372465467,50,2550
1,UMDAAlgorithm,50,50,0,50,nds,replacement,1.1642451286315918,0.8296038062814378,0.8515385058787485,25,0.3279553731891629,9.68,0.2806537530950271,0.36104098359403347,50,2550
1,UMDAAlgorithm,50,50,0,50,nds,replacement,1.4090065956115723,0.9536913415531837,0.823887387749978,33,0.3392521066615985,9.969696969696969,0.2793026247492086,0.36415251784513825,50,2550
1,UMDAAlgorithm,50,50,0,20,nds,replacement,1.282343864440918,0.8344746043430251,0.7682193045313334,30,0.30469654816488556,9.766666666666667,0.28778981090240857,0.36104098359403347,50,2550
1,UMDAAlgorithm,50,50,0,20,nds,replacement,1.272597074508667,0.777647221199853,0.7657941550691909,27,0.4144397601373878,9.481481481481481,0.2702883505770463,0.3434093000197461,50,2550
1,UMDAAlgorithm,50,50,0,20,nds,replacement,1.2191205024719238,0.8296038062814378,0.7445067200677823,30,0.35186494144646524,10.1,0.27724704181882404,0.36104098359403347,50,2550
1,UMDAAlgorithm,50,50,0,20,nds,replacement,1.2226643562316895,0.8558045791927371,0.8839261964773379,28,0.3285415602645065,9.607142857142858,0.2787441303598888,0.36104098359403347,50,2550
1,UMDAAlgorithm,50,50,0,20,nds,replacement,1.200103998184204,0.7885047846889952,0.8241670140051361,30,0.255437197523332,11.266666666666667,0.3130169462424627,0.36415251784513825,50,2550
1,UMDAAlgorithm,50,50,0,20,nds,replacement,1.1222951412200928,0.9536913415531837,0.7589160122395845,24,0.3217117130731441,10.541666666666666,0.28491125979602955,0.36415251784513825,50,2550
1,UMDAAlgorithm,50,50,0,20,nds,replacement,1.1657922267913818,0.8683722856091275,0.6612292718924591,30,0.26328547677140857,10.9,0.3083842042393058,0.36415251784513825,50,2550
1,UMDAAlgorithm,50,50,0,20,nds,replacement,1.3225526809692383,0.9242286989326463,0.8254414400628723,31,0.339398388147589,8.774193548387096,0.2641872034561934,0.3636525372465467,50,2550
1,UMDAAlgorithm,50,50,0,20,nds,replacement,1.1146137714385986,0.8296038062814378,0.8515385058787485,25,0.3279553731891629,9.68,0.2806537530950271,0.36104098359403347,50,2550
1,UMDAAlgorithm,50,50,0,20,nds,replacement,1.3442931175231934,0.9536913415531837,0.823887387749978,33,0.3392521066615985,9.969696969696969,0.2793026247492086,0.36415251784513825,50,2550
1,UMDAAlgorithm,50,100,0,50,nds,elitism,2.251782178878784,0.8344746043430251,0.6976729139451985,27,0.28289959940353593,10.296296296296296,0.2934154630858706,0.36415251784513825,100,5050
1,UMDAAlgorithm,50,100,0,50,nds,elitism,2.4216721057891846,0.8210805422647525,0.5810628154273755,27,0.27776867271735417,11.037037037037036,0.2992439822591033,0.36415251784513825,100,5050
1,UMDAAlgorithm,50,100,0,50,nds,elitism,2.886054039001465,0.9119602656115811,0.8010499405784068,28,0.36657738515885424,9.821428571428571,0.27122838420283396,0.36104098359403347,100,5050
1,UMDAAlgorithm,50,100,0,50,nds,elitism,2.659902811050415,0.9247301711446447,0.8576108411073364,30,0.2713517891702745,11.133333333333333,0.3019064653697588,0.36415251784513825,100,5050
1,UMDAAlgorithm,50,100,0,50,nds,elitism,2.577026605606079,0.9401761286958652,0.8054413697081478,30,0.28198515678726593,10.5,0.2953456587883207,0.36415251784513825,100,5050
1,UMDAAlgorithm,50,100,0,50,nds,elitism,2.7137372493743896,0.9276515918292232,0.800252493422245,28,0.3487751257395807,9.892857142857142,0.27805053967696464,0.36104098359403347,100,5050
1,UMDAAlgorithm,50,100,0,50,nds,elitism,2.608729362487793,0.8090789473684207,0.6431693084048669,30,0.2745139702148102,10.466666666666667,0.29482488339659807,0.36415251784513825,100,5050
1,UMDAAlgorithm,50,100,0,50,nds,elitism,2.086198329925537,0.6709812446325601,0.7107863422014628,18,0.3737185790168455,9.61111111111111,0.2661212910037836,0.36104098359403347,100,5050
1,UMDAAlgorithm,50,100,0,50,nds,elitism,2.4523515701293945,0.9536913415531837,0.82015821393781,24,0.3391671487663659,10.333333333333334,0.2772765990349934,0.36415251784513825,100,5050
1,UMDAAlgorithm,50,100,0,50,nds,elitism,2.4553043842315674,0.9263220003680527,0.7877662659414291,25,0.31345833176622456,10.76,0.2700642846359198,0.3603898893043272,100,5050
1,UMDAAlgorithm,100,50,0,20,nds,replacement,2.4101269245147705,0.8558045791927371,0.8392553184750723,30,0.440006893198113,8.233333333333333,0.25031946239957203,0.3434093000197461,50,5100
1,UMDAAlgorithm,100,50,0,20,nds,replacement,3.1718697547912598,0.9536913415531837,0.9908129123014291,38,0.37586946435196467,10.236842105263158,0.2763949331902965,0.36104098359403347,50,5100
1,UMDAAlgorithm,100,50,0,20,nds,replacement,2.882689952850342,0.8558045791927371,0.7315354142420308,32,0.26045714542457177,11.09375,0.306740964244546,0.36415251784513825,50,5100
1,UMDAAlgorithm,100,50,0,20,nds,replacement,2.794440269470215,0.9119602656115811,0.7981388263788864,34,0.3505029890190258,10.0,0.28215292168053147,0.36104098359403347,50,5100
1,UMDAAlgorithm,100,50,0,20,nds,replacement,2.935649871826172,0.9401761286958652,0.8047179441519516,36,0.3373702858087989,9.88888888888889,0.28494529455213574,0.36415251784513825,50,5100
1,UMDAAlgorithm,100,50,0,20,nds,replacement,2.836534023284912,0.9401761286958652,0.748316202341588,35,0.3524653413084941,10.0,0.28059237386003083,0.36104098359403347,50,5100
1,UMDAAlgorithm,100,50,0,20,nds,replacement,2.30941104888916,0.9660625230033125,0.6795614653277965,29,0.2930387650318958,10.827586206896552,0.303678551630492,0.36415251784513825,50,5100
1,UMDAAlgorithm,100,50,0,20,nds,replacement,2.927503824234009,0.9303675162556738,0.7547974772960143,41,0.36028675082201506,10.317073170731707,0.2832056188811562,0.3636525372465467,50,5100
1,UMDAAlgorithm,100,50,0,20,nds,replacement,3.110152006149292,0.9536913415531837,0.7732894965465015,38,0.42289183271482894,9.026315789473685,0.26227500890815575,0.3489792387900939,50,5100
1,UMDAAlgorithm,100,50,0,20,nds,replacement,2.8534865379333496,0.9660625230033125,0.8658697701875084,33,0.3927546169627517,10.272727272727273,0.2786761578393613,0.36104098359403347,50,5100
1,UMDAAlgorithm,100,50,0,50,nds,replacement,2.541506290435791,0.8558045791927371,0.8392553184750723,30,0.440006893198113,8.233333333333333,0.25031946239957203,0.3434093000197461,50,5100
1,UMDAAlgorithm,100,50,0,50,nds,replacement,3.025230884552002,0.9536913415531837,0.9908129123014291,38,0.37586946435196467,10.236842105263158,0.2763949331902965,0.36104098359403347,50,5100
1,UMDAAlgorithm,100,50,0,50,nds,replacement,2.6886026859283447,0.8558045791927371,0.7315354142420308,32,0.26045714542457177,11.09375,0.306740964244546,0.36415251784513825,50,5100
1,UMDAAlgorithm,100,50,0,50,nds,replacement,2.6818690299987793,0.9119602656115811,0.7981388263788864,34,0.3505029890190258,10.0,0.28215292168053147,0.36104098359403347,50,5100
1,UMDAAlgorithm,100,50,0,50,nds,replacement,2.977797508239746,0.9401761286958652,0.8047179441519516,36,0.3373702858087989,9.88888888888889,0.28494529455213574,0.36415251784513825,50,5100
1,UMDAAlgorithm,100,50,0,50,nds,replacement,2.868340253829956,0.9401761286958652,0.748316202341588,35,0.3524653413084941,10.0,0.28059237386003083,0.36104098359403347,50,5100
1,UMDAAlgorithm,100,50,0,50,nds,replacement,2.408146381378174,0.9660625230033125,0.6795614653277965,29,0.2930387650318958,10.827586206896552,0.303678551630492,0.36415251784513825,50,5100
1,UMDAAlgorithm,100,50,0,50,nds,replacement,3.011902332305908,0.9303675162556738,0.7547974772960143,41,0.36028675082201506,10.317073170731707,0.2832056188811562,0.3636525372465467,50,5100
1,UMDAAlgorithm,100,50,0,50,nds,replacement,3.234222173690796,0.9536913415531837,0.7732894965465015,38,0.42289183271482894,9.026315789473685,0.26227500890815575,0.3489792387900939,50,5100
1,UMDAAlgorithm,100,50,0,50,nds,replacement,2.9016671180725098,0.9660625230033125,0.8658697701875084,33,0.3927546169627517,10.272727272727273,0.2786761578393613,0.36104098359403347,50,5100
1,UMDAAlgorithm,100,50,0,20,nds,elitism,2.6501572132110596,0.8558045791927371,0.738408788956373,32,0.3624614935213468,9.03125,0.2744483721881974,0.36104098359403347,50,5100
1,UMDAAlgorithm,100,50,0,20,nds,elitism,2.883039712905884,0.8558045791927371,0.7993585722878298,33,0.29162393211621446,10.303030303030303,0.29306674659506127,0.36415251784513825,50,5100
1,UMDAAlgorithm,100,50,0,20,nds,elitism,2.5277352333068848,0.9536913415531837,0.6513303309631766,28,0.2651651787487667,11.928571428571429,0.3147299633774204,0.36415251784513825,50,5100
1,UMDAAlgorithm,100,50,0,20,nds,elitism,2.7128243446350098,0.8659705097534042,0.8163083767414373,29,0.3338252475822039,10.206896551724139,0.2814149125304861,0.36415251784513825,50,5100
1,UMDAAlgorithm,100,50,0,20,nds,elitism,2.6983699798583984,0.9536913415531837,0.8385792357486025,29,0.3267615303381887,10.931034482758621,0.29635920114098124,0.36104098359403347,50,5100
1,UMDAAlgorithm,100,50,0,20,nds,elitism,2.8071935176849365,0.8659705097534042,0.8119590522724532,29,0.38299106697817786,9.862068965517242,0.26945793937970924,0.3518788415961567,50,5100
1,UMDAAlgorithm,100,50,0,20,nds,elitism,3.019148826599121,0.8558045791927371,0.7763329970359881,35,0.32408637171801324,9.885714285714286,0.2831595868178519,0.36415251784513825,50,5100
1,UMDAAlgorithm,100,50,0,20,nds,elitism,2.7907254695892334,0.8296038062814378,0.646978618847566,33,0.30511843599248784,10.575757575757576,0.29642224016107693,0.36415251784513825,50,5100
1,UMDAAlgorithm,100,50,0,20,nds,elitism,2.9361934661865234,0.9401761286958652,0.6080070449585592,37,0.3424349575881309,10.18918918918919,0.28581318460487815,0.36415251784513825,50,5100
1,UMDAAlgorithm,100,50,0,20,nds,elitism,2.680159330368042,0.8558045791927371,0.5546956839687478,35,0.29646348684216256,10.428571428571429,0.2989926601579346,0.36415251784513825,50,5100
1,UMDAAlgorithm,100,50,0,50,nds,elitism,2.717388868331909,0.8558045791927371,0.738408788956373,32,0.3624614935213468,9.03125,0.2744483721881974,0.36104098359403347,50,5100
1,UMDAAlgorithm,100,50,0,50,nds,elitism,2.6485469341278076,0.8558045791927371,0.7993585722878298,33,0.29162393211621446,10.303030303030303,0.29306674659506127,0.36415251784513825,50,5100
1,UMDAAlgorithm,100,50,0,50,nds,elitism,2.4075818061828613,0.9536913415531837,0.6513303309631766,28,0.2651651787487667,11.928571428571429,0.3147299633774204,0.36415251784513825,50,5100
1,UMDAAlgorithm,100,50,0,50,nds,elitism,2.5167369842529297,0.8659705097534042,0.8163083767414373,29,0.3338252475822039,10.206896551724139,0.2814149125304861,0.36415251784513825,50,5100
1,UMDAAlgorithm,100,50,0,50,nds,elitism,2.591222047805786,0.9536913415531837,0.8385792357486025,29,0.3267615303381887,10.931034482758621,0.29635920114098124,0.36104098359403347,50,5100
1,UMDAAlgorithm,100,50,0,50,nds,elitism,2.6343541145324707,0.8659705097534042,0.8119590522724532,29,0.38299106697817786,9.862068965517242,0.26945793937970924,0.3518788415961567,50,5100
1,UMDAAlgorithm,100,50,0,50,nds,elitism,2.913938522338867,0.8558045791927371,0.7763329970359881,35,0.32408637171801324,9.885714285714286,0.2831595868178519,0.36415251784513825,50,5100
1,UMDAAlgorithm,100,50,0,50,nds,elitism,2.64143443107605,0.8296038062814378,0.646978618847566,33,0.30511843599248784,10.575757575757576,0.29642224016107693,0.36415251784513825,50,5100
1,UMDAAlgorithm,100,50,0,50,nds,elitism,2.8531291484832764,0.9401761286958652,0.6080070449585592,37,0.3424349575881309,10.18918918918919,0.28581318460487815,0.36415251784513825,50,5100
1,UMDAAlgorithm,100,50,0,50,nds,elitism,2.7131216526031494,0.8558045791927371,0.5546956839687478,35,0.29646348684216256,10.428571428571429,0.2989926601579346,0.36415251784513825,50,5100
1,UMDAAlgorithm,50,100,0,20,nds,elitism,2.2353811264038086,0.8344746043430251,0.6976729139451985,27,0.28289959940353593,10.296296296296296,0.2934154630858706,0.36415251784513825,100,5050
1,UMDAAlgorithm,50,100,0,20,nds,elitism,2.316895008087158,0.8210805422647525,0.5810628154273755,27,0.27776867271735417,11.037037037037036,0.2992439822591033,0.36415251784513825,100,5050
1,UMDAAlgorithm,50,100,0,20,nds,elitism,2.7262802124023438,0.9119602656115811,0.8010499405784068,28,0.36657738515885424,9.821428571428571,0.27122838420283396,0.36104098359403347,100,5050
1,UMDAAlgorithm,50,100,0,20,nds,elitism,2.500244617462158,0.9247301711446447,0.8576108411073364,30,0.2713517891702745,11.133333333333333,0.3019064653697588,0.36415251784513825,100,5050
1,UMDAAlgorithm,50,100,0,20,nds,elitism,2.513075590133667,0.9401761286958652,0.8054413697081478,30,0.28198515678726593,10.5,0.2953456587883207,0.36415251784513825,100,5050
1,UMDAAlgorithm,50,100,0,20,nds,elitism,2.379986524581909,0.9276515918292232,0.800252493422245,28,0.3487751257395807,9.892857142857142,0.27805053967696464,0.36104098359403347,100,5050
1,UMDAAlgorithm,50,100,0,20,nds,elitism,2.345734119415283,0.8090789473684207,0.6431693084048669,30,0.2745139702148102,10.466666666666667,0.29482488339659807,0.36415251784513825,100,5050
1,UMDAAlgorithm,50,100,0,20,nds,elitism,1.872485876083374,0.6709812446325601,0.7107863422014628,18,0.3737185790168455,9.61111111111111,0.2661212910037836,0.36104098359403347,100,5050
1,UMDAAlgorithm,50,100,0,20,nds,elitism,2.191532850265503,0.9536913415531837,0.82015821393781,24,0.3391671487663659,10.333333333333334,0.2772765990349934,0.36415251784513825,100,5050
1,UMDAAlgorithm,50,100,0,20,nds,elitism,2.1756818294525146,0.9263220003680527,0.7877662659414291,25,0.31345833176622456,10.76,0.2700642846359198,0.3603898893043272,100,5050
2,UMDAAlgorithm,50,50,0,50,nds,replacement,2.270651340484619,0.9026159969076704,1.0514780250554026,69,0.2342250617706093,48.47826086956522,0.18394755941857113,0.22578444454210456,50,2550
2,UMDAAlgorithm,50,50,0,50,nds,replacement,2.2831995487213135,0.9589930034664311,1.140693765779547,64,0.20622147661136972,56.8125,0.19547033539763742,0.22742393758887436,50,2550
2,UMDAAlgorithm,50,50,0,50,nds,replacement,2.125490427017212,0.9363613997858589,1.0502213576602308,70,0.1749540471195957,57.3,0.20416925918875783,0.2295032957162977,50,2550
2,UMDAAlgorithm,50,50,0,50,nds,replacement,2.64386248588562,0.9484249958996225,1.0332048390086317,110,0.15294977500356008,53.64545454545455,0.19791196667432254,0.2276300073752383,50,2550
2,UMDAAlgorithm,50,50,0,50,nds,replacement,2.192469596862793,0.8916902883716985,1.1029265207441346,71,0.1793221391625488,64.1830985915493,0.20680958421732268,0.23863810451292553,50,2550
2,UMDAAlgorithm,50,50,0,50,nds,replacement,2.47583270072937,0.9611089819454399,1.08135954228214,89,0.18551822309238647,47.853932584269664,0.18424142297737223,0.22921133491502274,50,2550
2,UMDAAlgorithm,50,50,0,50,nds,replacement,2.3620638847351074,0.9096712175632518,1.1209731467654827,83,0.15734298989837708,52.795180722891565,0.1910271506349436,0.22815966585989944,50,2550
2,UMDAAlgorithm,50,50,0,50,nds,replacement,2.3667683601379395,0.9338670527778443,1.1457510532575463,71,0.20610747378393945,48.83098591549296,0.18431341321716646,0.23080784132286494,50,2550
2,UMDAAlgorithm,50,50,0,50,nds,replacement,2.2151753902435303,0.9784018665470029,1.0479768644036855,67,0.22583080813831646,55.8955223880597,0.1930797632647004,0.22983910221550907,50,2550
2,UMDAAlgorithm,50,50,0,50,nds,replacement,1.9986064434051514,0.8968039655715739,1.0967325936536576,53,0.20953442264820268,53.943396226415096,0.19351523496414652,0.22845790735742008,50,2550
2,UMDAAlgorithm,50,50,0,20,nds,replacement,2.327540874481201,0.9026159969076704,1.0514780250554026,69,0.2342250617706093,48.47826086956522,0.18394755941857113,0.22578444454210456,50,2550
2,UMDAAlgorithm,50,50,0,20,nds,replacement,2.32901668548584,0.9589930034664311,1.140693765779547,64,0.20622147661136972,56.8125,0.19547033539763742,0.22742393758887436,50,2550
2,UMDAAlgorithm,50,50,0,20,nds,replacement,2.255263328552246,0.9363613997858589,1.0502213576602308,70,0.1749540471195957,57.3,0.20416925918875783,0.2295032957162977,50,2550
2,UMDAAlgorithm,50,50,0,20,nds,replacement,2.839529037475586,0.9484249958996225,1.0332048390086317,110,0.15294977500356008,53.64545454545455,0.19791196667432254,0.2276300073752383,50,2550
2,UMDAAlgorithm,50,50,0,20,nds,replacement,2.3705573081970215,0.8916902883716985,1.1029265207441346,71,0.1793221391625488,64.1830985915493,0.20680958421732268,0.23863810451292553,50,2550
2,UMDAAlgorithm,50,50,0,20,nds,replacement,2.696002721786499,0.9611089819454399,1.08135954228214,89,0.18551822309238647,47.853932584269664,0.18424142297737223,0.22921133491502274,50,2550
2,UMDAAlgorithm,50,50,0,20,nds,replacement,2.3897910118103027,0.9096712175632518,1.1209731467654827,83,0.15734298989837708,52.795180722891565,0.1910271506349436,0.22815966585989944,50,2550
2,UMDAAlgorithm,50,50,0,20,nds,replacement,2.2551400661468506,0.9338670527778443,1.1457510532575463,71,0.20610747378393945,48.83098591549296,0.18431341321716646,0.23080784132286494,50,2550
2,UMDAAlgorithm,50,50,0,20,nds,replacement,2.4083199501037598,0.9784018665470029,1.0479768644036855,67,0.22583080813831646,55.8955223880597,0.1930797632647004,0.22983910221550907,50,2550
2,UMDAAlgorithm,50,50,0,20,nds,replacement,2.1310625076293945,0.8968039655715739,1.0967325936536576,53,0.20953442264820268,53.943396226415096,0.19351523496414652,0.22845790735742008,50,2550
2,UMDAAlgorithm,50,50,0,50,nds,elitism,2.3588576316833496,0.9026159969076704,0.9344678771862911,67,0.20278476934188294,63.35820895522388,0.20379887314236586,0.24188783728816246,50,2550
2,UMDAAlgorithm,50,50,0,50,nds,elitism,2.1644287109375,0.7670784509051235,0.8704909371337547,65,0.1887222858481293,60.96923076923077,0.20347550878792098,0.24394380459140122,50,2550
2,UMDAAlgorithm,50,50,0,50,nds,elitism,2.6789586544036865,0.9550355589320958,0.8889004894991235,97,0.17737097609348004,67.25773195876289,0.2108231794173087,0.24343897029840575,50,2550
2,UMDAAlgorithm,50,50,0,50,nds,elitism,2.152653932571411,0.9459762499700533,0.9403249800597149,57,0.20743857774857177,63.8421052631579,0.19999609035995555,0.24591223499217127,50,2550
2,UMDAAlgorithm,50,50,0,50,nds,elitism,2.5424957275390625,0.9315035775561012,0.9596770419377679,101,0.15754626648669182,64.14851485148515,0.21441301395142898,0.24591223499217127,50,2550
2,UMDAAlgorithm,50,50,0,50,nds,elitism,2.208733081817627,0.9167537290397008,0.9471610394454523,59,0.1931740428395333,65.76271186440678,0.20533387536518086,0.24380768544597858,50,2550
2,UMDAAlgorithm,50,50,0,50,nds,elitism,2.699676036834717,0.9528862420825862,0.8795144667050732,93,0.1721842885410925,63.81720430107527,0.21176452844098892,0.24557872941887685,50,2550
2,UMDAAlgorithm,50,50,0,50,nds,elitism,2.496248960494995,0.999980696068982,0.892226624466907,68,0.22884228511310112,63.94117647058823,0.19799134313600875,0.2438048932800024,50,2550
2,UMDAAlgorithm,50,50,0,50,nds,elitism,2.2298779487609863,0.9830817791214318,0.9901624153791322,67,0.21659748404255033,62.850746268656714,0.19810626799004083,0.24265341756075023,50,2550
2,UMDAAlgorithm,50,50,0,50,nds,elitism,2.1968753337860107,0.9432697252102247,0.9566624521470489,57,0.2177053477209486,64.19298245614036,0.19706939063617324,0.24379423350724228,50,2550
2,UMDAAlgorithm,50,50,0,20,nds,elitism,2.385378360748291,0.9026159969076704,0.9344678771862911,67,0.20278476934188294,63.35820895522388,0.20379887314236586,0.24188783728816246,50,2550
2,UMDAAlgorithm,50,50,0,20,nds,elitism,2.31610107421875,0.7670784509051235,0.8704909371337547,65,0.1887222858481293,60.96923076923077,0.20347550878792098,0.24394380459140122,50,2550
2,UMDAAlgorithm,50,50,0,20,nds,elitism,2.817312240600586,0.9550355589320958,0.8889004894991235,97,0.17737097609348004,67.25773195876289,0.2108231794173087,0.24343897029840575,50,2550
2,UMDAAlgorithm,50,50,0,20,nds,elitism,2.2306501865386963,0.9459762499700533,0.9403249800597149,57,0.20743857774857177,63.8421052631579,0.19999609035995555,0.24591223499217127,50,2550
2,UMDAAlgorithm,50,50,0,20,nds,elitism,2.6757001876831055,0.9315035775561012,0.9596770419377679,101,0.15754626648669182,64.14851485148515,0.21441301395142898,0.24591223499217127,50,2550
2,UMDAAlgorithm,50,50,0,20,nds,elitism,2.3317081928253174,0.9167537290397008,0.9471610394454523,59,0.1931740428395333,65.76271186440678,0.20533387536518086,0.24380768544597858,50,2550
2,UMDAAlgorithm,50,50,0,20,nds,elitism,2.7548749446868896,0.9528862420825862,0.8795144667050732,93,0.1721842885410925,63.81720430107527,0.21176452844098892,0.24557872941887685,50,2550
2,UMDAAlgorithm,50,50,0,20,nds,elitism,2.4772801399230957,0.999980696068982,0.892226624466907,68,0.22884228511310112,63.94117647058823,0.19799134313600875,0.2438048932800024,50,2550
2,UMDAAlgorithm,50,50,0,20,nds,elitism,2.351085662841797,0.9830817791214318,0.9901624153791322,67,0.21659748404255033,62.850746268656714,0.19810626799004083,0.24265341756075023,50,2550
2,UMDAAlgorithm,50,50,0,20,nds,elitism,2.2281951904296875,0.9432697252102247,0.9566624521470489,57,0.2177053477209486,64.19298245614036,0.19706939063617324,0.24379423350724228,50,2550
1,UMDAAlgorithm,50,100,0,20,nds,replacement,2.531248092651367,0.8344746043430251,0.7682193045313334,30,0.30469654816488556,9.766666666666667,0.28778981090240857,0.36104098359403347,100,5050
1,UMDAAlgorithm,50,100,0,20,nds,replacement,2.1277806758880615,0.8558045791927371,0.85262309173114,25,0.3855697196004877,9.16,0.2648103707797602,0.3434093000197461,100,5050
1,UMDAAlgorithm,50,100,0,20,nds,replacement,2.3776159286499023,0.7735188933873144,0.7641472960613831,28,0.25002097536873313,10.928571428571429,0.30515260163620683,0.36415251784513825,100,5050
1,UMDAAlgorithm,50,100,0,20,nds,replacement,2.525700330734253,0.9401761286958652,0.9013849525215032,29,0.28652507976545394,11.03448275862069,0.3010278208341574,0.36415251784513825,100,5050
