Dataset,Algorithm,Iterations,Solutions per Iteration,Initialization Type,Local Search Type,Path Relinking,Time(s),AvgValue,BestAvgValue,HV,Spread,NumSolutions,Spacing,NumGenerations
s3,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,483.31025743484497,0.44834469300551294,0.5358811775052107,0.9772451540239073,0.6804000348742067,331,0.3053804977974012,100
s3,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,484.2990372180939,0.45428246525209365,0.5357867574223439,0.9772451540239073,0.6912163006686344,330,0.28811750336849407,100
s3,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,479.43032574653625,0.45035166099697493,0.535740388885247,0.9772451540239073,0.7098170997895559,336,0.29199890107858634,100
s3,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,484.4498212337494,0.45284744163129925,0.5362278342055928,0.9772451540239073,0.7052810724798946,341,0.29596425988158104,100
s3,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,492.4750154018402,0.4604162702447068,0.5362729943445669,0.9772451540239073,0.7326379242728379,331,0.2712388973117636,100
s3,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,481.01562786102295,0.45261191447872257,0.5361794676206106,0.9772451540239073,0.69986091214926,337,0.28619063159870634,100
s3,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,486.5292811393738,0.4514728326319952,0.5362080967993547,0.9772451540239073,0.7082302868628776,344,0.29415752139206675,100
s3,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,490.1832456588745,0.4495887377977884,0.5359972699707368,0.9772451540239073,0.728312708911604,336,0.29278891980626387,100
s3,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,482.3693537712097,0.4436313921661438,0.5360222229653738,0.9772451540239073,0.7083527821199556,348,0.3136968629415658,100
2,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,253.7963888645172,0.4608471171563055,0.5613136256588533,0.9714141052976873,0.7218498715729801,295,0.3170977551318685,100
2,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,249.05103468894958,0.47286270156766774,0.5613281518899517,0.9714141052976873,0.7016776563624972,303,0.29338517976991896,100
2,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,254.33750247955322,0.47311370528857066,0.5605643658388747,0.9714141052976873,0.6819245298210185,340,0.2932451094534845,100
2,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,251.498432636261,0.4735832722581713,0.5613281518899517,0.9714141052976873,0.6850274263714621,312,0.291669545219647,100
2,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,247.18801355361938,0.47171106071169694,0.5613115718211805,0.9703627685747088,0.7046035849240662,306,0.29324387235005717,100
2,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,246.77502059936523,0.4668677433537597,0.5609912004342898,0.9714141052976873,0.701369103752862,320,0.30067613714543573,100
2,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,252.39778065681458,0.46316319243052834,0.5613281518899517,0.9714141052976873,0.6804381027189963,307,0.3140241864678631,100
2,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,249.31889033317566,0.4719801179994259,0.5611206082015555,0.9703627685747088,0.6819586079406305,329,0.2919670709235171,100
2,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,250.190664768219,0.4670458560308583,0.5613260777286581,0.9714141052976873,0.6499199862487018,317,0.3019971662090874,100
2,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,253.85145545005798,0.4691179240922597,0.5609891046515271,0.986151975736824,0.66912727223895,311,0.30150037623973475,100
1,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,18.291001319885254,0.5282766382744539,0.6435695459609272,0.9141854527051896,0.6898488679409717,64,0.36795479092128364,100
1,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,18.080063343048096,0.5229655274628965,0.6435695459609272,0.9141854527051896,0.684357481771917,63,0.37956443928138184,100
1,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,18.076703310012817,0.529673165672524,0.6435695459609272,0.9141854527051896,0.64386186589738,64,0.3655603376287936,100
1,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,17.983684539794922,0.5224984716004029,0.6435695459609272,0.8718105140473562,0.5506808713175285,63,0.36992444861347296,100
1,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,18.143786191940308,0.5240536460600567,0.6435695459609272,0.9141854527051896,0.5989388990137435,66,0.37391532874079303,100
1,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,17.9924738407135,0.5315755156442254,0.6435695459609272,0.9141854527051896,0.6697845412766331,65,0.3589276382220013,100
1,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,18.232707023620605,0.5240338698536394,0.6435695459609272,0.9141854527051896,0.5864974256718024,67,0.3734919847450055,100
1,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,18.05675482749939,0.5247649842010356,0.6435695459609272,0.9141854527051896,0.708388883518846,63,0.37278160678180206,100
1,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,18.05748462677002,0.5239355611943292,0.6435695459609272,0.9141854527051896,0.6957219103415132,64,0.3735760778301672,100
s2,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,167.40375423431396,0.42710190565227085,0.5218610299019659,0.9881354608931214,0.7048426474987872,294,0.29301297562656486,100
s2,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,164.81369161605835,0.4210429428683445,0.5218610299019659,0.9881354608931214,0.6842299241355541,311,0.3180888089943824,100
s2,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,166.94475960731506,0.41621131890440877,0.5218610299019659,0.9881354608931214,0.6762946507240952,295,0.3253412791910154,100
s2,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,165.15810918807983,0.4319958377393754,0.5218610299019659,0.9881354608931214,0.711993824525876,310,0.2896377605967528,100
s2,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,164.71027946472168,0.4277451492972213,0.5218610299019659,0.9857889588996789,0.6718863769840452,330,0.2993527958665623,100
s2,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,160.78445053100586,0.4261251015958616,0.5218610299019659,0.9857889588996789,0.6830285627634852,299,0.29459579820825493,100
s2,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,164.12990736961365,0.43318979642715977,0.5218610299019659,0.9881354608931214,0.7145235305032795,344,0.28480670512118356,100
s2,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,165.9836344718933,0.4235592486649857,0.5218610299019659,0.9857889588996789,0.7479248640666136,287,0.3107044909484058,100
s2,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,166.3706271648407,0.4348568844326732,0.5218610299019659,0.9881354608931214,0.680295196555946,316,0.27854264426260983,100
s2,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,167.27282738685608,0.428281756800033,0.5218610299019659,0.9881354608931214,0.7132489145622875,311,0.2913820245843225,100
s1,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,49.88583564758301,0.4496090519835682,0.538972522436432,0.9471314591877938,0.6253409239893534,216,0.338578205480339,100
s1,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,50.70744705200195,0.456169090269191,0.538972522436432,0.9471314591877938,0.6408398029511614,217,0.3238047963554378,100
s1,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,51.47284436225891,0.4676147436656711,0.538972522436432,0.9471314591877938,0.6516439475137088,224,0.28980975542953286,100
s1,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,50.75416851043701,0.4613445800843845,0.538972522436432,0.9471314591877938,0.6309208628875009,216,0.30400851367339216,100
s1,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,51.1036958694458,0.4657564143834198,0.538972522436432,0.9471314591877938,0.6403382396780813,214,0.2921243844446119,100
s1,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,50.48707699775696,0.45353598772330933,0.538972522436432,0.9471314591877938,0.5970704032841428,214,0.32276821684632034,100
s1,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,50.44674730300903,0.4603973264961886,0.538972522436432,0.9471314591877938,0.6514151307381799,211,0.3100222885151517,100
s1,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,49.85843110084534,0.45997555693755743,0.538972522436432,0.9471314591877938,0.6045706949591616,220,0.3130454657495941,100
s1,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,50.80353879928589,0.45846900057287837,0.538972522436432,0.9471314591877938,0.6209684479265073,224,0.3148575512739541,100
s1,GRASP,100,100,stochastically,best_first_neighbor_sorted_domination,after_local,50.82995295524597,0.460140985675459,0.538972522436432,0.9471314591877938,0.6240318299166762,224,0.3072203960772745,100
1,GRASP,100,100,stochastically,None,after_local,15.52851676940918,0.5267276618493455,0.6435695459609272,0.9141854527051896,0.5938328761527563,61,0.3646587046440097,100
1,GRASP,100,100,stochastically,None,after_local,15.479176998138428,0.5250251571315784,0.6435695459609272,0.9141854527051896,0.6345451440670221,65,0.379214644147405,100
1,GRASP,100,100,stochastically,None,after_local,15.760313034057617,0.5228345594609954,0.6435695459609272,0.9141854527051896,0.7028075925967749,62,0.37670589554449596,100
1,GRASP,100,100,stochastically,None,after_local,15.655120611190796,0.5228933940460005,0.6435695459609272,0.9141854527051896,0.6695310131179915,66,0.3810873536047025,100
1,GRASP,100,100,stochastically,None,after_local,15.42921495437622,0.5307911991864848,0.6435695459609272,0.9141854527051896,0.5823163941901877,61,0.36077569422631595,100
1,GRASP,100,100,stochastically,None,after_local,15.58707857131958,0.5240919008428935,0.6435695459609272,0.9141854527051896,0.653265296247457,63,0.37659851045620907,100
1,GRASP,100,100,stochastically,None,after_local,15.644173860549927,0.5298672851940773,0.6435695459609272,0.9141854527051896,0.6635860929895123,60,0.36852546643062656,100
1,GRASP,100,100,stochastically,None,after_local,15.621339082717896,0.5294295408512942,0.6435695459609272,0.9141854527051896,0.7179558464161883,62,0.3611376323485985,100
1,GRASP,100,100,stochastically,None,after_local,15.627295017242432,0.5217332253518888,0.6435695459609272,0.9141854527051896,0.5918976575170092,61,0.3779625149391433,100
2,GRASP,100,100,stochastically,None,after_local,234.46106672286987,0.46025292674507806,0.5608203022848657,0.9714141052976873,0.7014339857740136,308,0.3201143533676679,100
2,GRASP,100,100,stochastically,None,after_local,232.26108837127686,0.46824741511700063,0.5613136256588533,0.9714141052976873,0.6742245502655244,311,0.30326261660157916,100
2,GRASP,100,100,stochastically,None,after_local,238.22185063362122,0.4638667583849375,0.5603512512963379,0.9714141052976873,0.6830556907431774,298,0.32247886502141915,100
2,GRASP,100,100,stochastically,None,after_local,236.32743954658508,0.46686667734203796,0.5613281518899517,0.9714141052976873,0.6849567037932806,321,0.3026479716152066,100
2,GRASP,100,100,stochastically,None,after_local,238.63743591308594,0.4572467716374528,0.5613260777286581,0.9714141052976873,0.6813196914437676,317,0.32661309574241426,100
2,GRASP,100,100,stochastically,None,after_local,241.33351278305054,0.46646708725221164,0.5613260777286581,0.9714141052976873,0.7294953568255025,302,0.30081618534950905,100
2,GRASP,100,100,stochastically,None,after_local,234.87141728401184,0.46486842600558564,0.5613115718211805,0.9714141052976873,0.6985018570327219,298,0.31047888361152837,100
2,GRASP,100,100,stochastically,None,after_local,236.37309503555298,0.46780041190069993,0.5608982305583421,0.9714141052976873,0.6929606089449929,303,0.2997422925869456,100
2,GRASP,100,100,stochastically,None,after_local,239.9925229549408,0.46560169347869496,0.5613281518899517,0.9714141052976873,0.6862678788540904,318,0.30403003298380105,100
2,GRASP,100,100,stochastically,None,after_local,236.0952377319336,0.4550866296242128,0.5613281518899517,0.9714141052976873,0.6687546412300573,308,0.33417826363410663,100
s1,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,50.930312395095825,0.4560269540104528,0.538972522436432,0.9471314591877938,0.6374137847287304,228,0.316570136454932,100
s1,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,48.951905965805054,0.4577191800520275,0.538972522436432,0.9471314591877938,0.6410208722378531,219,0.31341962982530125,100
s1,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,50.69048094749451,0.4636655407836961,0.538972522436432,0.9471314591877938,0.640526506129269,220,0.30116415421257353,100
s1,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,49.87054133415222,0.45686548065725724,0.538972522436432,0.9471314591877938,0.6392032207249413,223,0.3168687130470364,100
s1,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,50.11697244644165,0.4565552407664698,0.538972522436432,0.9471314591877938,0.6763322356180247,207,0.3202540905178757,100
s1,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,51.73504042625427,0.4575838613896527,0.538972522436432,0.9471314591877938,0.6656210213406133,213,0.32059481076783575,100
s1,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,50.17976474761963,0.45852596431914394,0.538972522436432,0.9471314591877938,0.6723506859665621,221,0.3118704360802688,100
s1,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,50.77540946006775,0.4583185179127491,0.538972522436432,0.9471314591877938,0.6728256978418374,220,0.3152569571235889,100
s1,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,50.350788831710815,0.4597284637647263,0.538972522436432,0.9471314591877938,0.656450915540407,226,0.30979867909996694,100
s1,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,51.53877353668213,0.4621907654205175,0.538972522436432,0.9471314591877938,0.6746487072738799,214,0.29976275568256766,100
s3,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,485.3826251029968,0.446780979073008,0.5359134164399226,0.9772451540239073,0.7366566141706935,340,0.3063951562487558,100
s3,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,494.9945533275604,0.45005584219812483,0.5361249549427072,0.9772451540239073,0.7006111595610871,336,0.29810181280568404,100
s3,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,489.36030197143555,0.45413187152024076,0.5362080967993547,0.9772451540239073,0.7018188950956885,354,0.2880699222893425,100
s3,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,493.553035736084,0.45377161389459053,0.5362921306745861,0.9772451540239073,0.7242619619761673,366,0.28786445360322616,100
s3,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,490.51522397994995,0.45318413359166954,0.5360508047102491,0.9772451540239073,0.7173094618750131,329,0.28502726170838677,100
s3,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,483.4894003868103,0.44348392351520566,0.5359927194066736,0.9772451540239073,0.6880527826255934,338,0.31279857420351154,100
s3,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,489.39210653305054,0.44657473952543103,0.5356826645277701,0.9772451540239073,0.7258340664711511,335,0.30938798494183783,100
s3,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,486.58504915237427,0.45319712139849483,0.5363220457306661,0.9772451540239073,0.6872559606083106,331,0.2881315910708246,100
s3,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,479.5641040802002,0.45507333085659885,0.536109152791869,0.9772451540239073,0.7065970094318262,330,0.2822801308022781,100
s3,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,487.61505603790283,0.4598165624411997,0.5362729943445669,0.9772451540239073,0.7183232826854843,336,0.2707336046542512,100
s2,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,167.0514051914215,0.4273210172839381,0.5218610299019659,0.9857889588996789,0.7063570506004107,301,0.298187848979828,100
s2,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,165.9739019870758,0.42960791014447997,0.5218610299019659,0.9857889588996789,0.68174124019143,307,0.28845622785991293,100
s2,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,164.793532371521,0.4335788034092803,0.5218610299019659,0.9857889588996789,0.717338431645769,319,0.28166046266122685,100
s2,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,164.44617009162903,0.43109019102487256,0.5218610299019659,0.9881354608931214,0.7117497083611564,319,0.28680563988881835,100
s2,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,166.75431561470032,0.4287847601589449,0.5218610299019659,0.9857889588996789,0.7110314168142239,322,0.29508189709025023,100
s2,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,165.11781668663025,0.4276120360922567,0.5218610299019659,0.9857889588996789,0.7379351296433937,298,0.30038207972155395,100
s2,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,165.72066497802734,0.42261260096804365,0.5218610299019659,0.9857889588996789,0.7053829100251757,326,0.30545919973800256,100
s2,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,160.95455265045166,0.42930981621229447,0.5218610299019659,0.9857889588996789,0.746009635959947,298,0.29707564722560637,100
s2,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,166.5357255935669,0.4270689664513114,0.5218610299019659,0.9857889588996789,0.692874211707682,317,0.2948056851929803,100
s2,GRASP,100,100,stochastically,best_first_neighbor_random_domination,after_local,164.36259961128235,0.43529498437821756,0.5218610299019659,0.9881354608931214,0.7035810194466697,319,0.2809661286793662,100
s1,GRASP,100,100,stochastically,None,after_local,45.85853552818298,0.4561325324013002,0.538972522436432,0.9471314591877938,0.6297428994607753,226,0.3175200384654779,100
s1,GRASP,100,100,stochastically,None,after_local,46.51110625267029,0.46286921521250884,0.538972522436432,0.9471314591877938,0.6579543509181367,225,0.2985697100993718,100
s1,GRASP,100,100,stochastically,None,after_local,46.752713203430176,0.45688513181234625,0.538972522436432,0.9471314591877938,0.613582915360003,207,0.31504870322649703,100
s1,GRASP,100,100,stochastically,None,after_local,47.16497588157654,0.4695209299268661,0.538972522436432,0.9471314591877938,0.6740453138724839,209,0.279227438229619,100
s1,GRASP,100,100,stochastically,None,after_local,45.79831075668335,0.4622858690618063,0.538972522436432,0.9471314591877938,0.6243304493044846,217,0.3026375916971267,100
s1,GRASP,100,100,stochastically,None,after_local,45.852835178375244,0.45426302505745864,0.538972522436432,0.9471314591877938,0.638572528951503,216,0.32503404562712257,100
s1,GRASP,100,100,stochastically,None,after_local,45.94200348854065,0.45703620943866813,0.538972522436432,0.9471314591877938,0.6053639405066802,214,0.31554167156494506,100
s1,GRASP,100,100,stochastically,None,after_local,46.79731369018555,0.46543501955912076,0.538972522436432,0.9471314591877938,0.6563101109747213,220,0.29770750013636643,100
s1,GRASP,100,100,stochastically,None,after_local,47.09769296646118,0.45941765155093633,0.538972522436432,0.9471314591877938,0.6335048943832238,225,0.31109178978793856,100
s1,GRASP,100,100,stochastically,None,after_local,47.7245888710022,0.4541887284859934,0.538972522436432,0.9471314591877938,0.6411061160536313,215,0.32882913680505965,100
s3,GRASP,100,100,stochastically,None,after_local,460.32129406929016,0.4506042994319016,0.5359644363400243,0.9772451540239073,0.6944780469639823,334,0.2979682155115931,100
s3,GRASP,100,100,stochastically,None,after_local,460.89902091026306,0.44529560671791885,0.5360622505863889,0.9772451540239073,0.7154057024716263,352,0.3146473442007245,100
s3,GRASP,100,100,stochastically,None,after_local,461.4760091304779,0.4454872172452346,0.5360958768942822,0.9772451540239073,0.7209976730489797,342,0.3140848425584226,100
s3,GRASP,100,100,stochastically,None,after_local,448.5995042324066,0.4495632934441423,0.5363814780779598,0.9772451540239073,0.6914349676023905,374,0.29985759894655184,100
s3,GRASP,100,100,stochastically,None,after_local,456.3578953742981,0.44452262857269453,0.5363579764658364,0.9772451540239073,0.7078056334504702,334,0.3092180981353632,100
s3,GRASP,100,100,stochastically,None,after_local,461.9428069591522,0.45058180680697274,0.5362080967993547,0.9772451540239073,0.7068976765577276,349,0.30016124009858636,100
s3,GRASP,100,100,stochastically,None,after_local,461.5898311138153,0.4518415455281894,0.5358614908386716,0.9772451540239073,0.7039860977061893,332,0.29115977033346935,100
s3,GRASP,100,100,stochastically,None,after_local,461.95695638656616,0.4522168520793587,0.5359490530235013,0.9772451540239073,0.7050071964708504,359,0.29118806253371415,100
s3,GRASP,100,100,stochastically,None,after_local,455.615651845932,0.45069487843007494,0.5357288230557381,0.9772451540239073,0.701691922436193,373,0.2972360965842918,100
s3,GRASP,100,100,stochastically,None,after_local,454.0735774040222,0.4373320558808426,0.5362729943445668,0.9772451540239073,0.660442489235055,342,0.33197076918599444,100
