Dataset,Algorithm,Population Length,Generations,Selection Scheme,Selection Candidates,Crossover Scheme,Crossover Probability,Mutation Scheme,Mutation Probability,Replacement Scheme,Time(s),AvgValue,BestAvgValue,BestGeneration,HV,Spread,NumSolutions,Spacing,NumGenerations
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,73.65905690193176,0.38162122097795165,0.4431121520815336,50,0.13656978003549364,0.6405839439313759,29,0.14319474905859314,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,72.70574021339417,0.38670139449801516,0.4519869629048735,86,0.1452610852086033,0.6566276324383784,28,0.1253346011392654,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,58.98940658569336,0.39072406323359726,0.4613735247015738,20,0.12619006068558308,0.6914098374149482,18,0.1285587822940836,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,70.2557532787323,0.3963523491200645,0.4429876368725347,74,0.19137442802041146,0.6689271804456862,29,0.13190086601772635,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,82.64486885070801,0.3944491673245126,0.4551601607142785,74,0.1347873999554028,0.6328365530053381,38,0.12419514328254791,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,73.26842260360718,0.38861387384748314,0.4501331147057287,28,0.16009285797214687,0.6904339033295336,34,0.11832589911101146,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,70.12413549423218,0.38162656837603964,0.441764534223281,6,0.15554825904432637,0.6965980204314209,31,0.1545005252783915,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,68.71198463439941,0.3888372039312746,0.45536324103801784,15,0.1804346215582171,0.670550874778041,29,0.12501547698354443,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,73.56928420066833,0.37592786598195366,0.4713868611056565,65,0.12218965267501246,0.6466064356269738,25,0.1306982551545298,100
1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,170.20889043807983,0.3591433911474498,0.6155341402128941,96,0.6534302539565696,0.9660445118956471,31,0.5563696959482223,100
1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,172.57143878936768,0.3353335247489958,0.6165559538238051,36,0.689413568887253,0.9644828420892484,30,0.5607726030958099,100
1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,171.9387903213501,0.32752050775191216,0.6061761627763327,98,0.7495958317997791,0.9672645678118671,34,0.637112297432889,100
1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,173.97362971305847,0.3489473350983805,0.6269320652544337,70,0.6640807876334192,0.960231741093721,21,0.6493646485128848,100
1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,170.44782829284668,0.3499614641692856,0.6163664740897563,45,0.6370479849098271,0.968182296686379,30,0.6202991936509934,100
1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,172.44764375686646,0.3580252653246352,0.6229481674349256,68,0.6685020242914979,0.9670536857621166,31,0.5661880395117513,100
1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,171.17332363128662,0.3680120149838652,0.6156423757518924,56,0.6062351245245983,0.9655632924575033,28,0.5780956050334843,100
1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,170.03901267051697,0.2913220372185002,0.6205082972762674,73,0.6305763863329654,0.9592613262632292,21,0.7518394697540285,100
1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,171.05283880233765,0.4234798235817357,0.6127099265257163,58,0.43635205802968957,0.9662842886929598,31,0.4856099784785643,100
1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,169.9986228942871,0.37788126832145985,0.6187922765493619,98,0.706509630720157,0.9648499059511634,28,0.619159745320047,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,71.84315896034241,0.39473099326206385,0.45382768125615364,0,0.1248741668862749,0.642324274818445,20,0.12918488250422983,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,75.49629330635071,0.40383056678560014,0.45543326513823595,82,0.12203099157257308,0.6911886800105275,24,0.12174090489801505,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,77.20850968360901,0.3842071314246789,0.4455435002638766,82,0.16022617091109467,0.5840941636811131,31,0.12498578816534546,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,75.90503334999084,0.3896501273246033,0.45557306761979466,83,0.12026185506594696,0.7245099163068445,31,0.11322418824007378,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,74.51423072814941,0.3858787522949966,0.447001718429801,30,0.2056364136534268,0.697699815990007,30,0.15573037925577873,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,78.75704216957092,0.39461924583281355,0.43971473136994466,98,0.2194950915259484,0.6361862151383022,36,0.1189012681408773,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,75.65369606018066,0.3832928485400672,0.44736803001133535,70,0.1878686405913389,0.7052128773306748,27,0.1533336724166037,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,78.91043019294739,0.40334739016108906,0.4504193305426371,68,0.13831524630827838,0.5699541486462393,28,0.11160141121158855,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,79.753497838974,0.40193871654869306,0.4734449670702978,57,0.20409838887424836,0.6890328167386047,30,0.13227079792133165,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,77.05941438674927,0.39327820306504957,0.437179403921255,0,0.17584986943293152,0.6020396679165476,35,0.13076995251811852,100
s1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,287.4730281829834,0.36354509588485406,0.48017210440605157,77,0.32064576933492644,0.9685935184584972,41,0.24874067286720986,100
s1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,286.00298595428467,0.37391263843989025,0.4920413872377975,95,0.384388437512059,0.9708264274314046,41,0.2846814727105291,100
s1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,287.6480059623718,0.37821132747375136,0.47389426675388385,75,0.3160169497584082,0.9726935454697732,37,0.3000498211377029,100
s1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,281.77093172073364,0.3723876630526496,0.486451653946114,41,0.41329413150974914,0.9677090766991457,50,0.2707016902549211,100
s1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,281.2041976451874,0.36444918584185443,0.4805199183046851,18,0.3182961729124979,0.969479663625499,38,0.2871931536461297,100
s1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,286.6804692745209,0.39058266300868466,0.48703134425707956,28,0.2905139390769621,0.9712485535000017,39,0.23770143942743835,100
s1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,277.4514584541321,0.34880176733942925,0.4758223271417564,31,0.4033935112161732,0.9703577473838739,39,0.31925198039605385,100
s1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,281.1808762550354,0.37254719846297496,0.48601194083581456,60,0.4467865116509834,0.9702227914279489,41,0.2967157907045519,100
s1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,280.6251223087311,0.369459963374367,0.5176775039252637,11,0.3381916139002817,0.9681333182296051,35,0.24000866687401914,100
s1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,278.11823534965515,0.28356694126162596,0.4840237471959723,93,0.45639257776969266,0.9711468016426068,39,0.42851324072741565,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,69.79501080513,0.37365553585131145,0.45105434431913577,75,0.25322933750921023,0.6056235930728894,40,0.14373449034011104,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,69.17991876602173,0.3738687445717745,0.4436310249040871,42,0.1526611984725549,0.629881867636489,42,0.12493951348125933,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,73.51235318183899,0.38103386238316006,0.4343606783953505,18,0.15943074018117803,0.6221905568225343,45,0.12325320751618435,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,69.1938169002533,0.37976310410344977,0.4332495383638865,75,0.1730831356270724,0.6367601744022497,41,0.12287409242641491,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,74.80982542037964,0.3775068650045387,0.44100474473537615,17,0.2412201957125157,0.640839145047655,44,0.1377162400354271,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,70.61893653869629,0.37652353683590317,0.43282323990260574,20,0.23615836919808106,0.6697752603295316,38,0.14012265033694646,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,73.6101303100586,0.3710195120436475,0.4347769168024239,63,0.18832363017372442,0.6312575861804546,54,0.12573304008157077,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,78.45115685462952,0.3732473587486741,0.43207007393736907,41,0.2504493317715615,0.643065897644609,53,0.14442806670698555,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,75.03894138336182,0.37649850515672867,0.4489119733910803,15,0.19179898858750524,0.6825718982103466,47,0.13173125106353528,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,73.96964812278748,0.3700644807821121,0.43505090322905526,62,0.236263650738498,0.6289780198701264,50,0.13331986258699977,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,519.7388496398926,0.38671498666638954,0.496421467049387,88,0.4989569671517102,0.9683147461606914,96,0.2649470158414739,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,513.0490343570709,0.3982247539245142,0.508021840364757,95,0.39200672641141243,0.9703511760007454,97,0.23520036351222068,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,516.915004491806,0.41120504513446166,0.48752150471883016,80,0.322635629701375,0.9701498088171855,99,0.2061320763411093,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,514.1860489845276,0.382902553499188,0.48584071820043234,71,0.3974224539610206,0.9689659304559353,99,0.24918469736180388,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,518.551885843277,0.4239591979449623,0.4925776750761942,98,0.4088114135675978,0.9696499724951663,94,0.2091910097713462,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,515.5183696746826,0.39344163324400294,0.505373324095562,99,0.44828881503875717,0.968127582818833,98,0.24154153313261212,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,523.8513140678406,0.38217867174307185,0.49987424236919525,99,0.546348610788663,0.9686239266214897,99,0.28106380223172645,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,522.0764183998108,0.39914884309642856,0.49798218465086924,95,0.49876928381746355,0.9695229643319762,97,0.24373176097852686,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,516.3495118618011,0.39726663866715656,0.4867706828337257,73,0.5102093090887327,0.9700078546099352,97,0.2670293728059843,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,514.9315555095673,0.3998140610351071,0.49402014415257733,73,0.41492628768300893,0.9702585645236175,98,0.23441594365228022,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,116.3967673778534,0.37583512295627264,0.416156334193149,76,0.13303707145219643,0.6216491645615086,43,0.10841917942621875,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,106.79557037353516,0.3661144131077622,0.4227150475556221,33,0.13634343433741236,0.6475758030162793,34,0.10564654276339318,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,107.8229649066925,0.37735907348974096,0.42452816613938804,10,0.09342321244241249,0.6407150057978035,32,0.1032696341742533,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,102.96893525123596,0.362771358937307,0.41383007123779275,38,0.1185688884674237,0.813842093622599,29,0.13493182773743884,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,109.1667833328247,0.3681514723407128,0.41777024373961996,8,0.14887220930764916,0.6939948610675315,29,0.1164063078509664,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,104.35167646408081,0.3771481081969663,0.4103681539099426,2,0.08395678890339865,0.6541919404230773,29,0.1087619280192111,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,100.70368599891663,0.36385631489489056,0.4167985071804274,96,0.101146358778242,0.6483941141140408,22,0.1211919757134826,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,102.86860966682434,0.3673897985982588,0.4168401057788632,86,0.12400427946274555,0.6558867449371087,30,0.12744848385110288,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,108.07796597480774,0.36325835037222104,0.42754239124714777,36,0.19629116633303004,0.662282291108058,33,0.1410565468086932,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,100.30988097190857,0.3731279821453678,0.41964885210309316,76,0.09759801103495341,0.8179029497651475,19,0.09856008487977685,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,472.9664566516876,0.278243038711983,0.450765913379557,29,0.28264041206075896,0.9631295260894572,43,0.27482640423414745,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,558.968213558197,0.3294973829006128,0.4471417071071859,54,0.1725461318025997,0.9501480662019095,41,0.1882578373188447,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,540.8210489749908,0.329216974053815,0.4410488930396848,97,0.19349520066238743,0.9438099539031568,40,0.1882273163093954,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,527.66668176651,0.35767240104245873,0.43049608302769315,23,0.1831198348385812,0.9733324903878461,53,0.20837566139713248,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,544.0332734584808,0.3820289787294351,0.44259644178270735,18,0.17756289801433706,0.9570952369192586,49,0.15374718409617055,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,556.7675402164459,0.3816805947843946,0.42968671550649895,0,0.16333988224764465,0.9468225323043864,41,0.13881616687733023,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,540.4946768283844,0.32528679626428364,0.43351812864554107,34,0.17162162443677267,0.9612696314146002,41,0.22034680772784307,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,496.6981382369995,0.3764661856560731,0.438954661667049,39,0.22659316295241172,0.9573408267742979,41,0.18144442077676398,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,541.4363400936127,0.3740848451198005,0.4301093736615478,16,0.19302348229683922,0.9346181137044682,40,0.14014223227635564,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,518.6597890853882,0.2816979484646487,0.43097383400592354,72,0.15476801501164703,0.9559455276712597,34,0.16791693321600146,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,535.2086334228516,0.40766672340226534,0.511455183202647,92,0.552969507407956,0.9695673466783458,100,0.2561326363779969,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,529.1212015151978,0.3943031379661913,0.5121487973533334,99,0.5763309345312122,0.9705368062443779,100,0.2854720647003638,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,540.5298025608063,0.41162189827408463,0.5019661967383942,96,0.49032862090971463,0.9697098372357045,100,0.2480510662753127,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,535.5772099494934,0.4143005968300386,0.5117481549878047,97,0.5762864353125063,0.9703957582921743,100,0.2644877587142951,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,515.7626860141754,0.37446829685907695,0.5004185502886584,98,0.613392313601225,0.9689787872880001,100,0.3023137211241432,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,527.1818706989288,0.37712936660264895,0.5052908178379019,82,0.6112688446852992,0.9691419000873176,99,0.30958107309297966,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,529.7010827064514,0.4171270419676455,0.5053657619244001,96,0.5649578179847966,0.9699497248249089,100,0.24894232973094715,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,523.4480361938477,0.3821080048746275,0.5055347524238026,96,0.5835423987251843,0.9690978071031049,100,0.30166412939966536,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,521.3541038036346,0.39545029211907584,0.4999877321675232,93,0.5181746590480317,0.9693405699068014,100,0.2600450836898696,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,525.9322562217712,0.3983886486294941,0.5051320503543834,96,0.6051950174564273,0.9700611214815511,100,0.2809249702267866,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,125.62894654273987,0.374868497518577,0.4159784874873608,91,0.1261946751864004,0.5981073817304372,49,0.11658848611764501,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,117.28010129928589,0.3918470719272796,0.42372017196658657,45,0.09343218714364253,0.6035972432848007,42,0.09381543557446544,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,108.4703950881958,0.3761459281024081,0.42107767748572034,4,0.08144342789826135,0.5905254519314347,35,0.08585837080479503,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,121.52717971801758,0.3783645754311399,0.4271686924718023,28,0.08999730076660636,0.6688854369518725,47,0.09792471313118872,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,102.8577663898468,0.3811768608909998,0.41154876907594967,41,0.09563043283364621,0.6575113386214688,28,0.10864345380905457,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,113.69521808624268,0.38004490924164547,0.42624286934642247,48,0.09139179947497011,0.6434466863891504,38,0.1213861563514504,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,120.58020758628845,0.3848055167431783,0.4262118878618364,16,0.11099544898308909,0.6299922296453394,39,0.10966935492311748,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,128.33265829086304,0.37563590053701507,0.42047001978067616,48,0.09994832029996709,0.7041083694829791,48,0.09548436373400704,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,111.01067924499512,0.3806150223425952,0.422711710309382,80,0.11765777999703847,0.740173939330217,36,0.10691616560763281,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,112.5758740901947,0.37665078271012675,0.41771422970913835,25,0.08554846425853611,0.6648492986182024,43,0.09588948001929003,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,947.2584555149078,0.3572060572026943,0.4164583009936441,70,0.10389061333850146,0.9774863789281665,26,0.18777397227259007,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,930.3235099315643,0.39078445205081697,0.41387759379811434,24,0.1006399561032267,0.9668686224901288,29,0.10776239185066494,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,902.3102421760559,0.39222353942609495,0.41088967200263354,17,0.1022717436059959,0.954644908747266,29,0.10426254415136599,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,883.6827418804169,0.36304373722084277,0.4132924706466279,83,0.1055343913752184,0.9362371170596498,31,0.13292964205301902,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,959.0393390655518,0.3375410812327696,0.4169522343675593,2,0.09954907109859663,0.9743507263477489,29,0.1869726601722384,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,975.9608783721924,0.3635333617851777,0.4167018080516781,0,0.10299907546552138,0.9741866484506274,39,0.15936513271888528,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,917.2989394664764,0.29361143246156796,0.4198012590725833,26,0.11996994364467686,0.9558530337192723,29,0.14518198814831368,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,970.9823768138885,0.3093080056840036,0.4253593058876639,78,0.09055308853403751,0.9480012109435145,28,0.1309270797059519,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,918.1481101512909,0.3892841745208901,0.4160213339700452,31,0.10570326600047565,0.9688006663191081,31,0.1175327969430953,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,831.8427646160126,0.2715023069782775,0.4229945481266897,31,0.14557654875354065,0.9519025962934471,27,0.15669020071069006,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,904.9374237060547,0.39874534068633344,0.47616945071484656,94,0.2682832760572349,0.9595818352825312,81,0.19579650300282736,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,890.2477421760559,0.4177920817366359,0.48366975118353017,98,0.2549197671402856,0.9593181000891766,82,0.1666402596415288,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,870.3569309711456,0.37785666848702526,0.4680192491229299,92,0.30272038717309013,0.9635029710485442,88,0.21885896113574876,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,878.5218222141266,0.41166968412248733,0.4798995653122646,93,0.2632834735767023,0.9632125700011447,83,0.18179889401854013,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,871.9692940711975,0.3766525090342315,0.4634686730317141,93,0.3083952827382263,0.9611943192692948,80,0.22736445261201302,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,894.5797264575958,0.4054565575881286,0.47354625111982357,95,0.2681910251235552,0.9631578542776518,85,0.18530260954657035,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,897.6939630508423,0.4113667356956317,0.48010850129294697,92,0.26426680692978666,0.9630508779732602,92,0.1729923873615562,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,877.4477880001068,0.4063457734415938,0.46528850606113153,96,0.2660379849803014,0.9577489527880725,77,0.1730677879186237,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,875.8778383731842,0.40498243591015104,0.4739922238742707,87,0.29505019599251625,0.9662659470284634,96,0.18830629792140666,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,867.4401924610138,0.4165084430418724,0.478368859259766,98,0.25360075084225175,0.9617622714377285,80,0.17036863895098917,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,491.4631872177124,0.3652617820951626,0.43386995513913656,86,0.26857162929795186,0.9687364271357357,58,0.17453652348537838,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,485.345773935318,0.36850501212354475,0.44022012107152525,67,0.1977527162842581,0.9684870224548932,49,0.14725612218890516,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,490.448921918869,0.3531147113503156,0.45620591404991445,78,0.22261685878109314,0.9720393857749808,48,0.18818952858648721,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,483.21733927726746,0.374515571564206,0.43753383781670363,72,0.1364161098976231,0.970827008207704,56,0.13166360720063675,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,482.9725806713104,0.35870453366269395,0.43931484503478013,22,0.16108377027546794,0.9685009714475832,51,0.14824327164699252,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,485.33056688308716,0.3552079241681706,0.43562774097521384,92,0.2071763373691399,0.9719737432885152,45,0.20523019579595378,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,484.1014368534088,0.34335033715187985,0.4335097648057415,89,0.16662177971418043,0.9698172443831354,46,0.17450269281564912,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,490.6265776157379,0.36120844024080917,0.44110218947242247,76,0.21180581794262562,0.9680269822106674,61,0.15535671830986322,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,476.44130635261536,0.3507762015390498,0.42932868177510697,65,0.21020151490196431,0.9714406777487439,49,0.1886536794936714,100
