Dataset,Algorithm,Iterations,Solutions per Iteration,Initialization Type,Local Search Type,Time(s),AvgValue,BestAvgValue,HV,Spread,NumSolutions,Spacing,NumGenerations
1,GRASP,20,500,uniform,best_first_neighbor_random,7.812726974487305,0.029672286072930872,0.04815229563269878,0.2907318358474409,0.5903421056328872,63,0.2899538949364338,20
1,GRASP,20,500,uniform,best_first_neighbor_random,7.827393054962158,0.029672286072930872,0.04815229563269878,0.2907318358474409,0.5903421056328872,63,0.2899538949364338,20
1,GRASP,300,40,uniform,best_first_neighbor_random,8.843181133270264,0.029923477984401953,0.04815229563269878,0.28978328173374607,0.6837414297271008,54,0.2901938084229065,300
1,GRASP,300,40,uniform,best_first_neighbor_random,8.850378274917603,0.030205762319355338,0.04815229563269878,0.28978328173374607,0.6835195441030871,59,0.301549083987515,300
1,GRASP,300,40,uniform,best_first_neighbor_random,8.877595901489258,0.03018058975960946,0.04815229563269878,0.28978328173374607,0.6894732284075958,60,0.29697036666765714,300
1,GRASP,300,40,uniform,best_first_neighbor_random,8.860719203948975,0.03018058975960946,0.04815229563269878,0.28978328173374607,0.6894732284075958,60,0.29697036666765714,300
1,GRASP,300,40,uniform,best_first_neighbor_random,8.902719020843506,0.03018058975960946,0.04815229563269878,0.28978328173374607,0.6894732284075958,60,0.29697036666765714,300
1,GRASP,300,40,uniform,best_first_neighbor_random,8.933580160140991,0.03018058975960946,0.04815229563269878,0.28978328173374607,0.6894732284075958,60,0.29697036666765714,300
1,GRASP,300,40,uniform,best_first_neighbor_random,8.937191009521484,0.030132890431890026,0.04815229563269878,0.28978328173374607,0.698286659310242,61,0.2924763624377479,300
1,GRASP,300,40,uniform,best_first_neighbor_random,8.839110374450684,0.030132890431890026,0.04815229563269878,0.28978328173374607,0.698286659310242,61,0.2924763624377479,300
1,GRASP,300,40,uniform,best_first_neighbor_random,8.666765451431274,0.03013453997934374,0.04815229563269878,0.2907318358474409,0.6871095655314815,62,0.30246602254007054,300
1,GRASP,300,40,uniform,best_first_neighbor_random,8.797212839126587,0.03013453997934374,0.04815229563269878,0.2907318358474409,0.6871095655314815,62,0.30246602254007054,300
1,GRASP,100,1000,stochastically,best_first_neighbor_sorted_score,76.50528645515442,0.02980754726666073,0.04815229563269878,0.2907318358474409,0.6284227593757535,56,0.30148980721289415,100
1,GRASP,100,1000,stochastically,best_first_neighbor_sorted_score,80.49447822570801,0.029943395031027463,0.04815229563269878,0.2907318358474409,0.6342407576905361,60,0.29672489152168796,100
1,GRASP,100,1000,stochastically,best_first_neighbor_sorted_score,77.89561820030212,0.030018731816682652,0.04815229563269878,0.2907318358474409,0.6228758259801408,62,0.29914734813395005,100
1,GRASP,100,1000,stochastically,best_first_neighbor_sorted_score,76.4500823020935,0.030018731816682652,0.04815229563269878,0.2907318358474409,0.6228758259801408,62,0.29914734813395005,100
1,GRASP,100,1000,stochastically,best_first_neighbor_sorted_score,76.90119338035583,0.030018731816682652,0.04815229563269878,0.2907318358474409,0.6228758259801408,62,0.29914734813395005,100
1,GRASP,100,1000,stochastically,best_first_neighbor_sorted_score,78.5597927570343,0.030018731816682652,0.04815229563269878,0.2907318358474409,0.6228758259801408,62,0.29914734813395005,100
1,GRASP,100,1000,stochastically,best_first_neighbor_sorted_score,77.1548261642456,0.029894568590516722,0.04815229563269878,0.2907318358474409,0.6372009534329888,63,0.2984386698698132,100
1,GRASP,100,1000,stochastically,best_first_neighbor_sorted_score,77.30285573005676,0.029894568590516722,0.04815229563269878,0.2907318358474409,0.6372009534329888,63,0.2984386698698132,100
1,GRASP,100,1000,stochastically,best_first_neighbor_sorted_score,78.16370105743408,0.029894568590516722,0.04815229563269878,0.2907318358474409,0.6372009534329888,63,0.2984386698698132,100
1,GRASP,100,1000,stochastically,best_first_neighbor_sorted_score,78.39269638061523,0.02985357424955121,0.04815229563269878,0.2907318358474409,0.6330146806464003,64,0.29410010214783455,100
1,GRASP,300,60,uniform,best_first_neighbor_sorted_score,12.865271091461182,0.029374869404221318,0.04815229563269878,0.28978328173374607,0.6503345553095407,48,0.2943909409042699,300
1,GRASP,300,60,uniform,best_first_neighbor_sorted_score,12.795339584350586,0.029382933155549733,0.04815229563269878,0.28978328173374607,0.6684595634068851,53,0.27710451687863624,300
1,GRASP,300,60,uniform,best_first_neighbor_sorted_score,12.615154027938843,0.02950307597171307,0.04815229563269878,0.28978328173374607,0.6699001212908744,55,0.27714386716806433,300
1,GRASP,300,60,uniform,best_first_neighbor_sorted_score,12.646484851837158,0.0297334088331733,0.04815229563269878,0.28978328173374607,0.6596318804438288,57,0.2855685836128508,300
1,GRASP,300,60,uniform,best_first_neighbor_sorted_score,12.815680980682373,0.029826528999833072,0.04815229563269878,0.28978328173374607,0.652663625811585,58,0.2886458782680706,300
1,GRASP,300,60,uniform,best_first_neighbor_sorted_score,12.980291604995728,0.029829936162597777,0.04815229563269878,0.28978328173374607,0.6406012797521253,58,0.2886926743452416,300
1,GRASP,300,60,uniform,best_first_neighbor_sorted_score,13.254693508148193,0.029829936162597777,0.04815229563269878,0.28978328173374607,0.6406012797521253,58,0.2886926743452416,300
1,GRASP,300,60,uniform,best_first_neighbor_sorted_score,13.116646528244019,0.029829936162597777,0.04815229563269878,0.28978328173374607,0.6406012797521253,58,0.2886926743452416,300
1,GRASP,300,60,uniform,best_first_neighbor_sorted_score,13.143352031707764,0.029829936162597777,0.04815229563269878,0.28978328173374607,0.6406012797521253,58,0.2886926743452416,300
1,GRASP,300,60,uniform,best_first_neighbor_sorted_score,13.51688003540039,0.02984441660434779,0.04815229563269878,0.28978328173374607,0.6462453143433758,58,0.288586160716274,300
1,GRASP,20,500,uniform,best_first_neighbor_sorted_score_r,14.811247110366821,0.03351970540087315,0.04815229563269878,0.07054871220604703,0.6366770605996982,21,0.3890282963615509,20
1,GRASP,20,500,uniform,best_first_neighbor_sorted_score_r,14.68218207359314,0.032939025851494996,0.04815229563269878,0.07054871220604703,0.6753175607699193,24,0.388791524630921,20
1,GRASP,20,500,uniform,best_first_neighbor_sorted_score_r,14.529445886611938,0.032939025851494996,0.04815229563269878,0.07054871220604703,0.6753175607699193,24,0.388791524630921,20
1,GRASP,20,500,uniform,best_first_neighbor_sorted_score_r,14.49778413772583,0.032939025851494996,0.04815229563269878,0.07054871220604703,0.6753175607699193,24,0.388791524630921,20
1,GRASP,20,500,uniform,best_first_neighbor_sorted_score_r,14.47528862953186,0.032939025851494996,0.04815229563269878,0.07054871220604703,0.6753175607699193,24,0.388791524630921,20
1,GRASP,20,500,uniform,best_first_neighbor_sorted_score_r,14.385921478271484,0.032939025851494996,0.04815229563269878,0.07054871220604703,0.6753175607699193,24,0.388791524630921,20
1,GRASP,20,500,uniform,best_first_neighbor_sorted_score_r,14.442811250686646,0.032939025851494996,0.04815229563269878,0.07054871220604703,0.6753175607699193,24,0.388791524630921,20
1,GRASP,20,500,uniform,best_first_neighbor_sorted_score_r,14.362977027893066,0.032939025851494996,0.04815229563269878,0.07054871220604703,0.6753175607699193,24,0.388791524630921,20
1,GRASP,20,500,uniform,best_first_neighbor_sorted_score_r,14.625298500061035,0.032939025851494996,0.04815229563269878,0.07054871220604703,0.6753175607699193,24,0.388791524630921,20
1,GRASP,20,500,uniform,best_first_neighbor_sorted_score_r,14.461460590362549,0.032939025851494996,0.04815229563269878,0.07054871220604703,0.6753175607699193,24,0.388791524630921,20
2,GRASP,500,200,stochastically,best_first_neighbor_sorted_score,319.6021056175232,0.002797584880335795,0.006868615709756957,0.19794955440528553,0.5825248387700872,578,0.3035598905393504,500
2,GRASP,500,200,stochastically,best_first_neighbor_sorted_score,328.83687448501587,0.0028140075595372983,0.006868615709756957,0.19794955440528553,0.5964759869819289,665,0.3062168547705947,500
2,GRASP,500,200,stochastically,best_first_neighbor_sorted_score,334.44325137138367,0.002791540837102309,0.006868615709756957,0.19794955440528553,0.6000499172353015,715,0.2979030982260438,500
2,GRASP,500,200,stochastically,best_first_neighbor_sorted_score,324.40742206573486,0.002788512287234234,0.006868615709756957,0.19794955440528553,0.6090683460097039,767,0.2975147685095964,500
2,GRASP,500,200,stochastically,best_first_neighbor_sorted_score,325.46719121932983,0.002778942699736468,0.006868615709756957,0.19794955440528553,0.6034434286069092,800,0.29453744435209867,500
2,GRASP,500,200,stochastically,best_first_neighbor_sorted_score,315.38316798210144,0.0027800663455902924,0.006868615709756957,0.19794955440528553,0.6046567686512917,824,0.29480993167290687,500
2,GRASP,500,200,stochastically,best_first_neighbor_sorted_score,317.1823179721832,0.002788513873840238,0.006868615709756957,0.19794955440528553,0.6082212601977176,856,0.29739201743364957,500
2,GRASP,500,200,stochastically,best_first_neighbor_sorted_score,317.2572236061096,0.002781722102512939,0.006868615709756957,0.19794955440528553,0.6075058558334867,876,0.2949855554647605,500
2,GRASP,500,200,stochastically,best_first_neighbor_sorted_score,316.7874698638916,0.0027917178523236596,0.006868615709756957,0.19794955440528553,0.6083508273956236,894,0.29692062013373477,500
2,GRASP,500,200,stochastically,best_first_neighbor_sorted_score,318.49207758903503,0.002797076932994605,0.006868615709756957,0.19794955440528553,0.6049524249077037,905,0.30073088643669876,500
1,GRASP,50,100,stochastically,best_first_neighbor,3.8621206283569336,0.030642839675308963,0.04815229563269878,0.22952374678874907,0.707914775331963,41,0.2680647372550744,50
1,GRASP,50,100,stochastically,best_first_neighbor,3.8968076705932617,0.030391872490884462,0.04815229563269878,0.22952374678874907,0.7060460064531098,44,0.2550066642886528,50
1,GRASP,50,100,stochastically,best_first_neighbor,3.8323042392730713,0.03068337988250588,0.04815229563269878,0.22952374678874907,0.7008374579345712,45,0.2670395652233125,50
1,GRASP,50,100,stochastically,best_first_neighbor,3.8543014526367188,0.030635598631347655,0.04815229563269878,0.22952374678874907,0.7104156398473439,46,0.26179792432525784,50
1,GRASP,50,100,stochastically,best_first_neighbor,3.862536907196045,0.030635598631347655,0.04815229563269878,0.22952374678874907,0.7104156398473439,46,0.26179792432525784,50
1,GRASP,50,100,stochastically,best_first_neighbor,3.8442728519439697,0.030635598631347655,0.04815229563269878,0.22952374678874907,0.7104156398473439,46,0.26179792432525784,50
1,GRASP,50,100,stochastically,best_first_neighbor,3.8608736991882324,0.030635598631347655,0.04815229563269878,0.22952374678874907,0.7104156398473439,46,0.26179792432525784,50
1,GRASP,50,100,stochastically,best_first_neighbor,3.92958402633667,0.030635598631347655,0.04815229563269878,0.22952374678874907,0.7104156398473439,46,0.26179792432525784,50
1,GRASP,50,100,stochastically,best_first_neighbor,3.8792834281921387,0.030657018801601165,0.04815229563269878,0.22952374678874907,0.7044197374677723,48,0.2745628447569933,50
1,GRASP,50,100,stochastically,best_first_neighbor,3.879272222518921,0.030657018801601165,0.04815229563269878,0.22952374678874907,0.7044197374677723,48,0.2745628447569933,50
2,GRASP,20,1000,stochastically,best_first_neighbor_sorted_score_r,377.50662660598755,0.005021341219381136,0.006868615709756957,0.005948282684729809,0.5549193153349141,96,0.26977313143876974,20
2,GRASP,20,1000,stochastically,best_first_neighbor_sorted_score_r,370.58161783218384,0.004955735508810986,0.006868615709756957,0.0062770822301168845,0.534203631888894,111,0.25574430292694217,20
2,GRASP,20,1000,stochastically,best_first_neighbor_sorted_score_r,374.4053897857666,0.004953822678230067,0.006868615709756957,0.0062770822301168845,0.5078426562509364,116,0.24885369735953075,20
2,GRASP,20,1000,stochastically,best_first_neighbor_sorted_score_r,366.28101778030396,0.004943044106334487,0.006868615709756957,0.0062770822301168845,0.513640969740572,126,0.2494881143133795,20
2,GRASP,20,1000,stochastically,best_first_neighbor_sorted_score_r,367.74831104278564,0.004930550152261476,0.006868615709756957,0.0062770822301168845,0.5068519062989006,133,0.2507538042108082,20
2,GRASP,20,1000,stochastically,best_first_neighbor_sorted_score_r,351.99326825141907,0.004913715711662155,0.006868615709756957,0.0062770822301168845,0.5223300729226377,136,0.25498699504569516,20
2,GRASP,20,1000,stochastically,best_first_neighbor_sorted_score_r,360.0577971935272,0.004906564814065194,0.006868615709756957,0.00660927846502242,0.5209328141640233,138,0.2579374255352903,20
2,GRASP,20,1000,stochastically,best_first_neighbor_sorted_score_r,356.9143052101135,0.004892834563606447,0.006868615709756957,0.00660927846502242,0.5202643522748447,141,0.2559312963224551,20
2,GRASP,20,1000,stochastically,best_first_neighbor_sorted_score_r,358.1907069683075,0.004873322076437644,0.006868615709756957,0.00660927846502242,0.5161470180593041,140,0.24876708380227522,20
2,GRASP,20,1000,stochastically,best_first_neighbor_sorted_score_r,354.63345980644226,0.004882973997604416,0.006868615709756957,0.00660927846502242,0.5127652751156538,143,0.2489065503039916,20
1,GRASP,100,100,stochastically,best_first_neighbor_sorted_score,7.845989465713501,0.030287723895859625,0.04815229563269878,0.28978328173374607,0.6132099167337343,47,0.2942282946209775,100
1,GRASP,100,100,stochastically,best_first_neighbor_sorted_score,7.825308799743652,0.030095200503701392,0.04815229563269878,0.2907318358474409,0.6190029733497573,50,0.30048074965652805,100
1,GRASP,100,100,stochastically,best_first_neighbor_sorted_score,7.820019721984863,0.0301602799834998,0.04815229563269878,0.2907318358474409,0.6203717649444423,52,0.2983433068371929,100
1,GRASP,100,100,stochastically,best_first_neighbor_sorted_score,7.863293409347534,0.030010149116201344,0.04815229563269878,0.2907318358474409,0.6284650341381155,53,0.2976839914341478,100
1,GRASP,100,100,stochastically,best_first_neighbor_sorted_score,8.037818431854248,0.02995790472112056,0.04815229563269878,0.2907318358474409,0.6213462335955267,55,0.30197834215683667,100
1,GRASP,100,100,stochastically,best_first_neighbor_sorted_score,7.705794095993042,0.02995790472112056,0.04815229563269878,0.2907318358474409,0.6213462335955267,55,0.30197834215683667,100
1,GRASP,100,100,stochastically,best_first_neighbor_sorted_score,7.800226449966431,0.02980754726666073,0.04815229563269878,0.2907318358474409,0.6284227593757535,56,0.30148980721289415,100
1,GRASP,100,100,stochastically,best_first_neighbor_sorted_score,7.832311391830444,0.02980754726666073,0.04815229563269878,0.2907318358474409,0.6284227593757535,56,0.30148980721289415,100
1,GRASP,100,100,stochastically,best_first_neighbor_sorted_score,7.825480699539185,0.02980754726666073,0.04815229563269878,0.2907318358474409,0.6284227593757535,56,0.30148980721289415,100
1,GRASP,100,100,stochastically,best_first_neighbor_sorted_score,7.714231967926025,0.02980754726666073,0.04815229563269878,0.2907318358474409,0.6284227593757535,56,0.30148980721289415,100
1,GRASP,100,20,stochastically,best_first_neighbor,1.6493861675262451,0.03122323223302014,0.04815229563269878,0.22952374678874907,0.7043270050200715,38,0.26659351330612235,100
